,UTCDateTime,Pressao (mB),Temperatura (°C),Umidade (%),ur_correnteMotor,UR_KWH,UR_KWh_TR,UR_TEMP_ENTRADA,UR_TEMP_SAIDA,ur_temp_entrada_condensacao,ur_temp_saida_condensacao,temp_externa,TR,delta_AG,delta_AC,FimDeSemana,HorarioComercial,VAG Predio,Ligados
828,2023-06-23 00:00:00,1014.6,21.7,62.0,39.400001525878906,76.0,0.3634105324745178,12.399999618530273,7.800000190734863,25.5,28.100000381469727,23.915143966674805,209.1298771185975,4.59999942779541,2.6000003814697266,0,0,29.32172649933232,72.22222222222223
829,2023-06-23 00:30:00,1014.45,22.1,56.0,40.70000076293945,79.0,0.40621164441108704,12.300000190734863,7.099999904632568,25.100000381469727,27.299999237060547,23.915143966674805,194.47990003962525,5.200000286102295,2.1999988555908203,0,0,25.82962079015043,66.66666666666667
830,2023-06-23 01:00:00,1014.3,21.9,55.0,33.20000076293945,69.0,0.44749921560287476,12.5,8.100000381469727,25.200000762939453,27.299999237060547,23.765827178955078,154.1902144052758,4.399999618530273,2.0999984741210938,0,0,26.96991869310538,66.66666666666667
831,2023-06-23 01:30:00,1014.3,21.9,54.0,32.20000076293945,66.0,0.49224236607551575,12.300000190734863,7.599999904632568,25.299999237060547,27.299999237060547,23.616641998291016,134.08029163803187,4.700000286102295,2.0,0,0,26.16850113040871,63.888888888888886
832,2023-06-23 02:00:00,1014.2,21.9,54.0,33.79999923706055,72.0,0.5501585602760315,12.199999809265137,8.199999809265137,25.299999237060547,27.299999237060547,23.46799087524414,130.87136181953687,4.0,2.0,0,0,25.360978823569084,63.888888888888886
833,2023-06-23 02:30:00,1014.05,21.45,56.5,31.600000381469727,68.0,0.6213394999504089,12.100000381469727,7.199999809265137,25.5,27.299999237060547,23.319183349609375,109.44097390464842,4.90000057220459,1.7999992370605469,0,0,24.175640538334846,58.333333333333336
834,2023-06-23 03:00:00,1013.9,21.2,57.0,31.0,64.0,0.6055295467376709,12.100000381469727,7.199999809265137,25.799999237060547,27.600000381469727,23.170063018798828,105.69261292831058,4.90000057220459,1.8000011444091797,0,0,22.22654618985123,52.77777777777778
835,2023-06-23 03:30:00,1013.9,21.15,57.5,45.29999923706055,85.0,0.620665431022644,12.300000190734863,7.5,25.600000381469727,28.0,23.021446228027344,136.94978929299978,4.800000190734863,2.3999996185302734,0,0,19.851885406507385,52.77777777777778
836,2023-06-23 04:00:00,1013.9,21.1,56.0,28.299999237060547,68.0,0.44256871938705444,11.600000381469727,7.099999904632568,25.299999237060547,27.299999237060547,23.021446228027344,153.64845507874605,4.500000476837158,2.0,0,0,19.87622675134076,52.77777777777778
837,2023-06-23 04:30:00,1013.65,21.049999999999997,56.0,35.400001525878906,72.0,0.4571554362773895,11.300000190734863,7.199999809265137,25.200000762939453,27.200000762939453,22.871326446533203,157.4956662143078,4.100000381469727,2.0,0,0,18.67505859831969,50.0
838,2023-06-23 05:00:00,1013.4,20.9,58.0,25.100000381469727,50.0,0.3933636248111725,10.800000190734863,7.199999809265137,25.200000762939453,26.600000381469727,22.871326446533203,127.10885513118212,3.6000003814697266,1.3999996185302734,0,0,15.78756615353955,44.44444444444444
839,2023-06-23 05:30:00,1013.45,20.6,59.0,25.5,52.0,0.46605101227760315,10.800000190734863,7.300000190734863,25.200000762939453,26.5,22.72137451171875,111.57576881096058,3.5,1.2999992370605469,0,0,15.650599011116558,44.44444444444444
840,2023-06-23 06:00:00,1013.4,20.5,60.0,25.299999237060547,50.0,0.5733590722084045,10.699999809265137,7.0,25.299999237060547,26.600000381469727,22.572587966918945,87.20538738039886,3.6999998092651367,1.3000011444091797,0,0,15.402577481336063,44.44444444444444
841,2023-06-23 06:30:00,1013.0999999999999,20.75,57.0,25.299999237060547,50.0,0.5464036464691162,10.800000190734863,7.300000190734863,25.399999618530273,26.700000762939453,22.572587966918945,91.50744202221588,3.5,1.3000011444091797,0,0,15.483096164133814,44.44444444444444
