UTCDateTime,Pressao (mB),Temperatura (°C),Umidade (%),ur_temp_entrada,ur_temp_saida,ur_kwh,ur_kwhtr,ur_temp_entrada_condensacao,ur_temp_saida_condensacao,ur_correnteMotor,Pressao_PR_min,TR,delta_AG,delta_AC,FimDeSemana,HorarioComercial,VAG Aberta %,Fancoil ligado %
2023-06-01 03:00:00,1013.5,21.3,93.0,19.600000381469727,13.800000190734863,0.0,0.0,20.200000762939453,20.5,0.0,17.997472763061523,0.0,5.800000190734863,0.2999992370605469,0.0,0.0,23.968908607959747,55.88235294117647
2023-06-01 04:00:00,1013.7,21.8,71.0,19.700000762939453,13.800000190734863,0.0,0.0,20.200000762939453,20.5,0.0,19.79069709777832,0.0,5.90000057220459,0.2999992370605469,0.0,0.0,22.39456102522937,55.88235294117647
2023-06-01 05:00:00,1013.4,21.7,67.0,19.600000381469727,13.800000190734863,0.0,0.0,20.200000762939453,20.5,0.0,19.807706832885742,0.0,5.800000190734863,0.2999992370605469,0.0,0.0,15.763348299445529,47.05882352941177
2023-06-01 06:00:00,1013.0,21.8,69.0,19.600000381469727,13.800000190734863,0.0,0.0,20.100000381469727,20.5,0.0,19.833433151245117,0.0,5.800000190734863,0.39999961853027344,0.0,0.0,14.959847195581956,44.11764705882353
2023-06-01 07:00:00,1012.8,21.8,64.0,19.600000381469727,13.800000190734863,0.0,0.0,20.100000381469727,20.399999618530273,0.0,17.975284576416016,0.0,5.800000190734863,0.2999992370605469,0.0,0.0,14.818549306103677,44.11764705882353
2023-06-01 08:00:00,1013.2,21.7,69.0,19.600000381469727,13.800000190734863,0.0,0.0,20.100000381469727,20.399999618530273,0.0,16.597631454467773,0.0,5.800000190734863,0.2999992370605469,0.0,1.0,19.830297099821497,50.0
2023-06-01 09:00:00,1013.8,21.3,73.0,19.600000381469727,13.800000190734863,0.0,0.0,20.100000381469727,20.399999618530273,0.0,18.13194465637207,0.0,5.800000190734863,0.2999992370605469,0.0,1.0,27.11817028125127,67.6470588235294
2023-06-01 10:00:00,1014.3,21.2,72.0,19.5,13.800000190734863,0.0,0.0,20.100000381469727,20.399999618530273,0.0,17.578895568847656,0.0,5.699999809265137,0.2999992370605469,0.0,1.0,35.78175853418581,79.41176470588235
2023-06-01 11:00:00,1014.6,21.7,73.0,19.399999618530273,13.800000190734863,0.0,0.0,20.100000381469727,20.299999237060547,0.0,18.35000228881836,0.0,5.59999942779541,0.1999988555908203,0.0,1.0,34.20337081136125,76.47058823529412
2023-06-01 12:00:00,1015.2,21.8,76.0,19.5,13.800000190734863,0.0,0.0,20.100000381469727,20.299999237060547,0.0,20.082298278808594,0.0,5.699999809265137,0.1999988555908203,0.0,1.0,36.760429102363005,79.41176470588235
2023-06-01 13:00:00,1015.6,22.9,68.0,19.600000381469727,13.699999809265137,0.0,0.0,20.100000381469727,20.299999237060547,0.0,20.197500228881836,0.0,5.90000057220459,0.1999988555908203,0.0,1.0,40.38957481131409,82.3529411764706
